Exporter,Importer,Year,Quantity
Lao People's Democratic Republic,Netherlands,2003,475391
Lao People's Democratic Republic,Poland,2003,398753
Lao People's Democratic Republic,Portugal,2003,124834
Lao People's Democratic Republic,Romania,2003,113009
Lao People's Democratic Republic,Slovakia,2003,45353
Lao People's Democratic Republic,Slovenia,2003,26493
Lao People's Democratic Republic,Spain,2003,619085
Lao People's Democratic Republic,Sweden,2003,214794
Lao People's Democratic Republic,Japan,2003,1036249
Lao People's Democratic Republic,Norway,2003,103430
Lao People's Democratic Republic,Russian Federation,2003,564601
Lao People's Democratic Republic,Switzerland,2003,197880
Lao People's Democratic Republic,Tunisia,2003,18410
Lao People's Democratic Republic,United Kingdom,2003,449346
Lao People's Democratic Republic,United States of America,2003,3406763
Liberia,Austria,2003,6008
Liberia,Belgium,2003,17170
Liberia,Bulgaria,2003,1798
Liberia,Croatia,2003,1767
Liberia,Cyprus,2003,265
Liberia,Czechia,2003,4379
Liberia,Denmark,2003,4506
Liberia,Estonia,2003,602
Liberia,Finland,2003,4970
Liberia,France,2003,29914
Liberia,Germany,2003,70723
Liberia,Greece,2003,4488
Liberia,Hungary,2003,3885
Liberia,Ireland,2003,1020
Liberia,Italy,2003,31159
Liberia,Latvia,2003,836
Liberia,Lithuania,2003,993
Liberia,Luxembourg,2003,1299
Liberia,Malta,2003,49
Liberia,Netherlands,2003,14283
Liberia,Poland,2003,11980
Liberia,Portugal,2003,3750
Liberia,Romania,2003,3395
Liberia,Slovakia,2003,1362
Liberia,Slovenia,2003,795
Liberia,Spain,2003,18600
Liberia,Sweden,2003,6454
Liberia,Japan,2003,31132
Liberia,Norway,2003,3107
Liberia,Russian Federation,2003,16963
Liberia,Switzerland,2003,5945
Liberia,Tunisia,2003,553
Liberia,United Kingdom,2003,13500
Liberia,United States of America,2003,102350
Madagascar,Austria,2003,102134
Madagascar,Belgium,2003,291875
Madagascar,Bulgaria,2003,30578
Madagascar,Croatia,2003,30043
Madagascar,Cyprus,2003,4510
Madagascar,Czechia,2003,74460
Madagascar,Denmark,2003,76600
Madagascar,Estonia,2003,10243
Madagascar,Finland,2003,84474
Madagascar,France,2003,508526
Madagascar,Germany,2003,1202283
Madagascar,Greece,2003,76295
Madagascar,Hungary,2003,66051
Madagascar,Ireland,2003,17353
Madagascar,Italy,2003,529702
Madagascar,Latvia,2003,14219
Madagascar,Lithuania,2003,16894
Madagascar,Luxembourg,2003,22093
Madagascar,Malta,2003,840
Madagascar,Netherlands,2003,242796
Madagascar,Poland,2003,203655
Madagascar,Portugal,2003,63757
Madagascar,Romania,2003,57718
Madagascar,Slovakia,2003,23163
Madagascar,Slovenia,2003,13531
Madagascar,Spain,2003,316185
Madagascar,Sweden,2003,109702
Madagascar,Japan,2003,529243
Madagascar,Norway,2003,52824
Madagascar,Russian Federation,2003,288359
Madagascar,Switzerland,2003,101063
Madagascar,Tunisia,2003,9402
Madagascar,United Kingdom,2003,229494
Madagascar,United States of America,2003,1739935
Malawi,Austria,2003,42055
Malawi,Belgium,2003,120184
Malawi,Bulgaria,2003,12591
Malawi,Croatia,2003,12370
Malawi,Cyprus,2003,1857
Malawi,Czechia,2003,30660
Malawi,Denmark,2003,31542
Malawi,Estonia,2003,4218
Malawi,Finland,2003,34784
Malawi,France,2003,209393
Malawi,Germany,2003,495058
Malawi,Greece,2003,31416
Malawi,Hungary,2003,27197
Malawi,Ireland,2003,7145
Malawi,Italy,2003,218113
Malawi,Latvia,2003,5854
Malawi,Lithuania,2003,6956
Malawi,Luxembourg,2003,9097
Malawi,Malta,2003,346
Malawi,Netherlands,2003,99975
Malawi,Poland,2003,83858
Malawi,Portugal,2003,26252
Malawi,Romania,2003,23766
Malawi,Slovakia,2003,9537
Malawi,Slovenia,2003,5571
Malawi,Spain,2003,130194
Malawi,Sweden,2003,45172
Malawi,Japan,2003,217924
Malawi,Norway,2003,21751
Malawi,Russian Federation,2003,118736
Malawi,Switzerland,2003,41615
Malawi,Tunisia,2003,3871
Malawi,United Kingdom,2003,94498
Malawi,United States of America,2003,716444
Mexico,Austria,2003,2228050
Mexico,Belgium,2003,6367285
Mexico,Bulgaria,2003,667080
Mexico,Croatia,2003,655406
Mexico,Cyprus,2003,98394
Mexico,Czechia,2003,1624341
Mexico,Denmark,2003,1671038
Mexico,Estonia,2003,223472
Mexico,Finland,2003,1842811
Mexico,France,2003,11093552
Mexico,Germany,2003,26227945
Mexico,Greece,2003,1664366
Mexico,Hungary,2003,1440894
Mexico,Ireland,2003,378568
Mexico,Italy,2003,11555505
Mexico,Latvia,2003,310192
Mexico,Lithuania,2003,368562
Mexico,Luxembourg,2003,481965
Mexico,Malta,2003,18344
Mexico,Netherlands,2003,5296621
Mexico,Poland,2003,4442758
Mexico,Portugal,2003,1390863
Mexico,Romania,2003,1259114
Mexico,Slovakia,2003,505313
Mexico,Slovenia,2003,295183
Mexico,Spain,2003,6897615
Mexico,Sweden,2003,2393152
Mexico,Japan,2003,11545499
Mexico,Norway,2003,1152381
Mexico,Russian Federation,2003,6290571
Mexico,Switzerland,2003,2204702
Mexico,Tunisia,2003,205127
Mexico,United Kingdom,2003,5006441
Mexico,United States of America,2003,37956890
Nepal,Austria,2003,1717
Nepal,Belgium,2003,4906
Nepal,Bulgaria,2003,513
Nepal,Croatia,2003,504
Nepal,Cyprus,2003,75
Nepal,Czechia,2003,1251
Nepal,Denmark,2003,1288
Nepal,Estonia,2003,172
Nepal,Finland,2003,1420
Nepal,France,2003,8547
Nepal,Germany,2003,20207
Nepal,Greece,2003,1283
Nepal,Hungary,2003,1110
Nepal,Ireland,2003,291
Nepal,Italy,2003,8903
Nepal,Latvia,2003,238
Nepal,Lithuania,2003,283
Nepal,Luxembourg,2003,371
Nepal,Malta,2003,14
Nepal,Netherlands,2003,4081
Nepal,Poland,2003,3423
Nepal,Portugal,2003,1071
Nepal,Romania,2003,970
Nepal,Slovakia,2003,389
Nepal,Slovenia,2003,227
Nepal,Spain,2003,5315
Nepal,Sweden,2003,1844
Nepal,Japan,2003,8895
Nepal,Norway,2003,887
Nepal,Russian Federation,2003,4847
Nepal,Switzerland,2003,1699
Nepal,Tunisia,2003,158
Nepal,United Kingdom,2003,3858
Nepal,United States of America,2003,29243
Nicaragua,Austria,2003,869420
Nicaragua,Belgium,2003,2484615
Nicaragua,Bulgaria,2003,260305
Nicaragua,Croatia,2003,255750
Nicaragua,Cyprus,2003,38395
Nicaragua,Czechia,2003,633844
Nicaragua,Denmark,2003,652065
Nicaragua,Estonia,2003,87202
Nicaragua,Finland,2003,719094
Nicaragua,France,2003,4328879
Nicaragua,Germany,2003,10234556
Nicaragua,Greece,2003,649462
Nicaragua,Hungary,2003,562259
Nicaragua,Ireland,2003,147723
Nicaragua,Italy,2003,4509140
Nicaragua,Latvia,2003,121041
Nicaragua,Lithuania,2003,143818
Nicaragua,Luxembourg,2003,188070
Nicaragua,Malta,2003,7158
Nicaragua,Netherlands,2003,2066825
Nicaragua,Poland,2003,1733634
Nicaragua,Portugal,2003,542736
Nicaragua,Romania,2003,491326
Nicaragua,Slovakia,2003,197181
Nicaragua,Slovenia,2003,115185
Nicaragua,Spain,2003,2691558
Nicaragua,Sweden,2003,933846
Nicaragua,Japan,2003,4505236
Nicaragua,Norway,2003,449677
Nicaragua,Russian Federation,2003,2454680
Nicaragua,Switzerland,2003,860310
Nicaragua,Tunisia,2003,80043
Nicaragua,United Kingdom,2003,1953592
Nicaragua,United States of America,2003,14811375
Nigeria,Austria,2003,7725
Nigeria,Belgium,2003,22075
Nigeria,Bulgaria,2003,2312
Nigeria,Croatia,2003,2272
Nigeria,Cyprus,2003,341
Nigeria,Czechia,2003,5632
Nigeria,Denmark,2003,5794
Nigeria,Estonia,2003,774
Nigeria,Finland,2003,6389
Nigeria,France,2003,38460
Nigeria,Germany,2003,90929
Nigeria,Greece,2003,5771
Nigeria,Hungary,2003,4995
Nigeria,Ireland,2003,1312
Nigeria,Italy,2003,40062
Nigeria,Latvia,2003,1075
Nigeria,Lithuania,2003,1277
Nigeria,Luxembourg,2003,1670
Nigeria,Malta,2003,63
Nigeria,Netherlands,2003,18363
Nigeria,Poland,2003,15403
Nigeria,Portugal,2003,4821
Nigeria,Romania,2003,4365
Nigeria,Slovakia,2003,1751
Nigeria,Slovenia,2003,1023
Nigeria,Spain,2003,23914
Nigeria,Sweden,2003,8297
Nigeria,Japan,2003,40027
Nigeria,Norway,2003,3995
Nigeria,Russian Federation,2003,21809
Nigeria,Switzerland,2003,7644
Nigeria,Tunisia,2003,711
Nigeria,United Kingdom,2003,17357
Nigeria,United States of America,2003,131592
Panama,Austria,2003,73811
Panama,Belgium,2003,210935
Panama,Bulgaria,2003,22098
Panama,Croatia,2003,21712
Panama,Cyprus,2003,3259
Panama,Czechia,2003,53812
Panama,Denmark,2003,55358
Panama,Estonia,2003,7403
Panama,Finland,2003,61049
Panama,France,2003,367506
Panama,Germany,2003,868877
Panama,Greece,2003,55137
Panama,Hungary,2003,47734
Panama,Ireland,2003,12541
Panama,Italy,2003,382810
Panama,Latvia,2003,10276
Panama,Lithuania,2003,12209
Panama,Luxembourg,2003,15966
Panama,Malta,2003,607
Panama,Netherlands,2003,175466
Panama,Poland,2003,147180
Panama,Portugal,2003,46076
Panama,Romania,2003,41711
Panama,Slovakia,2003,16739
Panama,Slovenia,2003,9778
Panama,Spain,2003,228504
Panama,Sweden,2003,79281
Panama,Japan,2003,382478
Panama,Norway,2003,38175
Panama,Russian Federation,2003,208394
Panama,Switzerland,2003,73038
Panama,Tunisia,2003,6795
Panama,United Kingdom,2003,165853
Panama,United States of America,2003,1257432
Papua New Guinea,Austria,2003,984428
Papua New Guinea,Belgium,2003,2813281
Papua New Guinea,Bulgaria,2003,294738
Papua New Guinea,Croatia,2003,289580
Papua New Guinea,Cyprus,2003,43473
Papua New Guinea,Czechia,2003,717688
Papua New Guinea,Denmark,2003,738321
Papua New Guinea,Estonia,2003,98737
Papua New Guinea,Finland,2003,814216
Papua New Guinea,France,2003,4901504
Papua New Guinea,Germany,2003,11588387
Papua New Guinea,Greece,2003,735372
Papua New Guinea,Hungary,2003,636635
Papua New Guinea,Ireland,2003,167264
Papua New Guinea,Italy,2003,5105611
Papua New Guinea,Latvia,2003,137053
Papua New Guinea,Lithuania,2003,162843
Papua New Guinea,Luxembourg,2003,212948
Papua New Guinea,Malta,2003,8105
Papua New Guinea,Netherlands,2003,2340225
Papua New Guinea,Poland,2003,1962960
Papua New Guinea,Portugal,2003,614530
Papua New Guinea,Romania,2003,556319
Papua New Guinea,Slovakia,2003,223264
Papua New Guinea,Slovenia,2003,130421
Papua New Guinea,Spain,2003,3047598
Papua New Guinea,Sweden,2003,1057375
Papua New Guinea,Japan,2003,5101190
Papua New Guinea,Norway,2003,509161
Papua New Guinea,Russian Federation,2003,2779386
Papua New Guinea,Switzerland,2003,974112
Papua New Guinea,Tunisia,2003,90632
Papua New Guinea,United Kingdom,2003,2212014
Papua New Guinea,United States of America,2003,16770629
Paraguay,Austria,2003,26607
Paraguay,Belgium,2003,76035
Paraguay,Bulgaria,2003,7965
Paraguay,Croatia,2003,7826
Paraguay,Cyprus,2003,1174
Paraguay,Czechia,2003,19397
Paraguay,Denmark,2003,19955
Paraguay,Estonia,2003,2668
Paraguay,Finland,2003,22006
Paraguay,France,2003,132474
Paraguay,Germany,2003,313200
Paraguay,Greece,2003,19875
Paraguay,Hungary,2003,17206
Paraguay,Ireland,2003,4520
Paraguay,Italy,2003,137990
Paraguay,Latvia,2003,3704
Paraguay,Lithuania,2003,4401
Paraguay,Luxembourg,2003,5755
Paraguay,Malta,2003,219
Paraguay,Netherlands,2003,63250
Paraguay,Poland,2003,53053
Paraguay,Portugal,2003,16608
Paraguay,Romania,2003,15035
Paraguay,Slovakia,2003,6034
Paraguay,Slovenia,2003,3524
Paraguay,Spain,2003,82368
Paraguay,Sweden,2003,28578
Paraguay,Japan,2003,137870
Paraguay,Norway,2003,13761
Paraguay,Russian Federation,2003,75119
Paraguay,Switzerland,2003,26328
Paraguay,Tunisia,2003,2449
Paraguay,United Kingdom,2003,59785
Paraguay,United States of America,2003,453261
Peru,Austria,2003,2148232
Peru,Belgium,2003,6139182
Peru,Bulgaria,2003,643182
Peru,Croatia,2003,631927
Peru,Cyprus,2003,94869
Peru,Czechia,2003,1566150
Peru,Denmark,2003,1611173
Peru,Estonia,2003,215466
Peru,Finland,2003,1776793
Peru,France,2003,10696133
Peru,Germany,2003,25288346
Peru,Greece,2003,1604741
Peru,Hungary,2003,1389275
Peru,Ireland,2003,365006
Peru,Italy,2003,11141537
Peru,Latvia,2003,299080
Peru,Lithuania,2003,355358
Peru,Luxembourg,2003,464699
Peru,Malta,2003,17687
Peru,Netherlands,2003,5106873
Peru,Poland,2003,4283599
Peru,Portugal,2003,1341036
Peru,Romania,2003,1214007
Peru,Slovakia,2003,487211
Peru,Slovenia,2003,284608
Peru,Spain,2003,6650512
Peru,Sweden,2003,2307419
Peru,Japan,2003,11131889
Peru,Norway,2003,1111098
Peru,Russian Federation,2003,6065216
Peru,Switzerland,2003,2125720
Peru,Tunisia,2003,197778
Peru,United Kingdom,2003,4827088
Peru,United States of America,2003,36597110
Philippines,Austria,2003,10300
Philippines,Belgium,2003,29433
Philippines,Bulgaria,2003,3083
Philippines,Croatia,2003,3029
Philippines,Cyprus,2003,454
Philippines,Czechia,2003,7509
Philippines,Denmark,2003,7725
Philippines,Estonia,2003,1032
Philippines,Finland,2003,8519
Philippines,France,2003,51280
Philippines,Germany,2003,121239
Philippines,Greece,2003,7694
Philippines,Hungary,2003,6660
Philippines,Ireland,2003,1749
Philippines,Italy,2003,53416
Philippines,Latvia,2003,1433
Philippines,Lithuania,2003,1703
Philippines,Luxembourg,2003,2227
Philippines,Malta,2003,84
Philippines,Netherlands,2003,24484
Philippines,Poland,2003,20537
Philippines,Portugal,2003,6429
Philippines,Romania,2003,5820
Philippines,Slovakia,2003,2335
Philippines,Slovenia,2003,1364
Philippines,Spain,2003,31885
Philippines,Sweden,2003,11063
Philippines,Japan,2003,53370
Philippines,Norway,2003,5326
Philippines,Russian Federation,2003,29079
Philippines,Switzerland,2003,10192
Philippines,Tunisia,2003,948
Philippines,United Kingdom,2003,23143
Philippines,United States of America,2003,175456
Rwanda,Austria,2003,210275
Rwanda,Belgium,2003,600919
Rwanda,Bulgaria,2003,62956
Rwanda,Croatia,2003,61854
Rwanda,Cyprus,2003,9286
Rwanda,Czechia,2003,153298
Rwanda,Denmark,2003,157706
Rwanda,Estonia,2003,21090
Rwanda,Finland,2003,173918
Rwanda,France,2003,1046965
Rwanda,Germany,2003,2475288
Rwanda,Greece,2003,157076
Rwanda,Hungary,2003,135985
Rwanda,Ireland,2003,35727
Rwanda,Italy,2003,1090562
Rwanda,Latvia,2003,29274
Rwanda,Lithuania,2003,34783
Rwanda,Luxembourg,2003,45485
Rwanda,Malta,2003,1731
Rwanda,Netherlands,2003,499874
Rwanda,Poland,2003,419290
Rwanda,Portugal,2003,131264
Rwanda,Romania,2003,118830
Rwanda,Slovakia,2003,47689
Rwanda,Slovenia,2003,27858
Rwanda,Spain,2003,650969
Rwanda,Sweden,2003,225857
Rwanda,Japan,2003,1089618
Rwanda,Norway,2003,108757
Rwanda,Russian Federation,2003,593679
Rwanda,Switzerland,2003,208071
Rwanda,Tunisia,2003,19359
Rwanda,United Kingdom,2003,472488
Rwanda,United States of America,2003,3582219
Sierra Leone,Austria,2003,29181
Sierra Leone,Belgium,2003,83393
Sierra Leone,Bulgaria,2003,8736
Sierra Leone,Croatia,2003,8583
Sierra Leone,Cyprus,2003,1288
Sierra Leone,Czechia,2003,21274
Sierra Leone,Denmark,2003,21885
Sierra Leone,Estonia,2003,2926
Sierra Leone,Finland,2003,24135
Sierra Leone,France,2003,145294
Sierra Leone,Germany,2003,343510
Sierra Leone,Greece,2003,21798
Sierra Leone,Hungary,2003,18871
Sierra Leone,Ireland,2003,4958
Sierra Leone,Italy,2003,151344
Sierra Leone,Latvia,2003,4062
Sierra Leone,Lithuania,2003,4827
Sierra Leone,Luxembourg,2003,6312
Sierra Leone,Malta,2003,240
Sierra Leone,Netherlands,2003,69371
Sierra Leone,Poland,2003,58188
Sierra Leone,Portugal,2003,18216
Sierra Leone,Romania,2003,16490
Sierra Leone,Slovakia,2003,6618
Sierra Leone,Slovenia,2003,3866
Sierra Leone,Spain,2003,90339
Sierra Leone,Sweden,2003,31344
Sierra Leone,Japan,2003,151213
Sierra Leone,Norway,2003,15092
Sierra Leone,Russian Federation,2003,82389
Sierra Leone,Switzerland,2003,28876
Sierra Leone,Tunisia,2003,2686
Sierra Leone,United Kingdom,2003,65570
Sierra Leone,United States of America,2003,497125
Sri Lanka,Austria,2003,5150
Sri Lanka,Belgium,2003,14717
Sri Lanka,Bulgaria,2003,1541
Sri Lanka,Croatia,2003,1514
Sri Lanka,Cyprus,2003,227
Sri Lanka,Czechia,2003,3754
Sri Lanka,Denmark,2003,3863
Sri Lanka,Estonia,2003,516
Sri Lanka,Finland,2003,4260
Sri Lanka,France,2003,25640
Sri Lanka,Germany,2003,60620
Sri Lanka,Greece,2003,3847
Sri Lanka,Hungary,2003,3330
Sri Lanka,Ireland,2003,874
Sri Lanka,Italy,2003,26708
Sri Lanka,Latvia,2003,716
Sri Lanka,Lithuania,2003,851
Sri Lanka,Luxembourg,2003,1113
Sri Lanka,Malta,2003,42
Sri Lanka,Netherlands,2003,12242
Sri Lanka,Poland,2003,10269
Sri Lanka,Portugal,2003,3214
Sri Lanka,Romania,2003,2910
Sri Lanka,Slovakia,2003,1167
Sri Lanka,Slovenia,2003,682
Sri Lanka,Spain,2003,15943
Sri Lanka,Sweden,2003,5532
Sri Lanka,Japan,2003,26685
Sri Lanka,Norway,2003,2663
Sri Lanka,Russian Federation,2003,14540
Sri Lanka,Switzerland,2003,5096
Sri Lanka,Tunisia,2003,474
Sri Lanka,United Kingdom,2003,11572
Sri Lanka,United States of America,2003,87728
Tanzania,Austria,2003,757846
Tanzania,Belgium,2003,2165760
Tanzania,Bulgaria,2003,226899
Tanzania,Croatia,2003,222929
Tanzania,Cyprus,2003,33467
Tanzania,Czechia,2003,552501
Tanzania,Denmark,2003,568385
Tanzania,Estonia,2003,76011
Tanzania,Finland,2003,626812
Tanzania,France,2003,3773346
Tanzania,Germany,2003,8921139
Tanzania,Greece,2003,566115
Tanzania,Hungary,2003,490103
Tanzania,Ireland,2003,128765
Tanzania,Italy,2003,3930475
Tanzania,Latvia,2003,105508
Tanzania,Lithuania,2003,125362
Tanzania,Luxembourg,2003,163935
Tanzania,Malta,2003,6239
Tanzania,Netherlands,2003,1801586
Tanzania,Poland,2003,1511154
Tanzania,Portugal,2003,473086
Tanzania,Romania,2003,428273
Tanzania,Slovakia,2003,171876
Tanzania,Slovenia,2003,100403
Tanzania,Spain,2003,2346146
Tanzania,Sweden,2003,814004
Tanzania,Japan,2003,3927071
Tanzania,Norway,2003,391969
Tanzania,Russian Federation,2003,2139667
Tanzania,Switzerland,2003,749905
Tanzania,Tunisia,2003,69771
Tanzania,United Kingdom,2003,1702885
Tanzania,United States of America,2003,12910607
Thailand,Austria,2003,155346
Thailand,Belgium,2003,443944
Thailand,Bulgaria,2003,46510
Thailand,Croatia,2003,45696
Thailand,Cyprus,2003,6860
Thailand,Czechia,2003,113254
Thailand,Denmark,2003,116510
Thailand,Estonia,2003,15581
Thailand,Finland,2003,128486
Thailand,France,2003,773472
Thailand,Germany,2003,1828682
Thailand,Greece,2003,116045
Thailand,Hungary,2003,100463
Thailand,Ireland,2003,26394
Thailand,Italy,2003,805681
Thailand,Latvia,2003,21627
Thailand,Lithuania,2003,25697
Thailand,Luxembourg,2003,33603
Thailand,Malta,2003,1279
Thailand,Netherlands,2003,369295
Thailand,Poland,2003,309761
Thailand,Portugal,2003,96974
Thailand,Romania,2003,87788
Thailand,Slovakia,2003,35231
Thailand,Slovenia,2003,20580
Thailand,Spain,2003,480920
Thailand,Sweden,2003,166857
Thailand,Japan,2003,804983
Thailand,Norway,2003,80347
Thailand,Russian Federation,2003,438596
Thailand,Switzerland,2003,153718
Thailand,Tunisia,2003,14302
Thailand,United Kingdom,2003,349063
Thailand,United States of America,2003,2646455
Timor-Leste,Austria,2003,39481
Timor-Leste,Belgium,2003,112826
Timor-Leste,Bulgaria,2003,11820
Timor-Leste,Croatia,2003,11613
Timor-Leste,Cyprus,2003,1743
Timor-Leste,Czechia,2003,28783
Timor-Leste,Denmark,2003,29611
Timor-Leste,Estonia,2003,3959
Timor-Leste,Finland,2003,32654
Timor-Leste,France,2003,196573
Timor-Leste,Germany,2003,464748
Timor-Leste,Greece,2003,29492
Timor-Leste,Hungary,2003,25533
Timor-Leste,Ireland,2003,6708
Timor-Leste,Italy,2003,204759
Timor-Leste,Latvia,2003,5496
Timor-Leste,Lithuania,2003,6530
Timor-Leste,Luxembourg,2003,8540
Timor-Leste,Malta,2003,325
Timor-Leste,Netherlands,2003,93854
Timor-Leste,Poland,2003,78724
Timor-Leste,Portugal,2003,24645
Timor-Leste,Romania,2003,22310
Timor-Leste,Slovakia,2003,8953
Timor-Leste,Slovenia,2003,5230
Timor-Leste,Spain,2003,122223
Timor-Leste,Sweden,2003,42406
Timor-Leste,Japan,2003,204582
Timor-Leste,Norway,2003,20419
Timor-Leste,Russian Federation,2003,111467
Timor-Leste,Switzerland,2003,39067
Timor-Leste,Tunisia,2003,3634
Timor-Leste,United Kingdom,2003,88712
Timor-Leste,United States of America,2003,672580
Togo,Austria,2003,61795
Togo,Belgium,2003,176597
Togo,Bulgaria,2003,18501
Togo,Croatia,2003,18177
Togo,Cyprus,2003,2728
Togo,Czechia,2003,45051
Togo,Denmark,2003,46347
Togo,Estonia,2003,6197
Togo,Finland,2003,51111
Togo,France,2003,307680
Togo,Germany,2003,727432
Togo,Greece,2003,46161
Togo,Hungary,2003,39963
Togo,Ireland,2003,10499
Togo,Italy,2003,320492
Togo,Latvia,2003,8603
Togo,Lithuania,2003,10222
Togo,Luxembourg,2003,13367
Togo,Malta,2003,508
Togo,Netherlands,2003,146902
Togo,Poland,2003,123220
Togo,Portugal,2003,38575
Togo,Romania,2003,34921
Togo,Slovakia,2003,14014
Togo,Slovenia,2003,8186
Togo,Spain,2003,191306
Togo,Sweden,2003,66375
Togo,Japan,2003,320215
Togo,Norway,2003,31961
Togo,Russian Federation,2003,174469
Togo,Switzerland,2003,61148
Togo,Tunisia,2003,5689
Togo,United Kingdom,2003,138854
Togo,United States of America,2003,1052734
Trinidad & Tobago,Austria,2003,1717
Trinidad & Tobago,Belgium,2003,4906
Trinidad & Tobago,Bulgaria,2003,513
Trinidad & Tobago,Croatia,2003,504
Trinidad & Tobago,Cyprus,2003,75
Trinidad & Tobago,Czechia,2003,1251
Trinidad & Tobago,Denmark,2003,1288
Trinidad & Tobago,Estonia,2003,172
Trinidad & Tobago,Finland,2003,1420
Trinidad & Tobago,France,2003,8547
Trinidad & Tobago,Germany,2003,20207
Trinidad & Tobago,Greece,2003,1283
Trinidad & Tobago,Hungary,2003,1110
Trinidad & Tobago,Ireland,2003,291
Trinidad & Tobago,Italy,2003,8903
Trinidad & Tobago,Latvia,2003,238
Trinidad & Tobago,Lithuania,2003,283
Trinidad & Tobago,Luxembourg,2003,371
Trinidad & Tobago,Malta,2003,14
Trinidad & Tobago,Netherlands,2003,4081
Trinidad & Tobago,Poland,2003,3423
Trinidad & Tobago,Portugal,2003,1071
Trinidad & Tobago,Romania,2003,970
Trinidad & Tobago,Slovakia,2003,389
Trinidad & Tobago,Slovenia,2003,227
Trinidad & Tobago,Spain,2003,5315
Trinidad & Tobago,Sweden,2003,1844
Trinidad & Tobago,Japan,2003,8895
Trinidad & Tobago,Norway,2003,887
Trinidad & Tobago,Russian Federation,2003,4847
Trinidad & Tobago,Switzerland,2003,1699
Trinidad & Tobago,Tunisia,2003,158
Trinidad & Tobago,United Kingdom,2003,3858
Trinidad & Tobago,United States of America,2003,29243
Uganda,Austria,2003,2164538
Uganda,Belgium,2003,6185783
Uganda,Bulgaria,2003,648065
Uganda,Croatia,2003,636724
Uganda,Cyprus,2003,95589
Uganda,Czechia,2003,1578039
Uganda,Denmark,2003,1623404
Uganda,Estonia,2003,217101
Uganda,Finland,2003,1790281
Uganda,France,2003,10777326
Uganda,Germany,2003,25480307
Uganda,Greece,2003,1616923
Uganda,Hungary,2003,1399820
Uganda,Ireland,2003,367777
Uganda,Italy,2003,11226111
Uganda,Latvia,2003,301350
Uganda,Lithuania,2003,358056
Uganda,Luxembourg,2003,468227
Uganda,Malta,2003,17821
Uganda,Netherlands,2003,5145639
Uganda,Poland,2003,4316115
Uganda,Portugal,2003,1351216
Uganda,Romania,2003,1223223
Uganda,Slovakia,2003,490909
Uganda,Slovenia,2003,286768
Uganda,Spain,2003,6700995
Uganda,Sweden,2003,2324935
Uganda,Japan,2003,11216390
Uganda,Norway,2003,1119532
Uganda,Russian Federation,2003,6111256
Uganda,Switzerland,2003,2141856
Uganda,Tunisia,2003,199280
Uganda,United Kingdom,2003,4863730
Uganda,United States of America,2003,36874914
Venezuela,Austria,2003,223149
Venezuela,Belgium,2003,637710
Venezuela,Bulgaria,2003,66810
Venezuela,Croatia,2003,65641
Venezuela,Cyprus,2003,9854
Venezuela,Czechia,2003,162685
Venezuela,Denmark,2003,167362
Venezuela,Estonia,2003,22381
Venezuela,Finland,2003,184565
Venezuela,France,2003,1111065
Venezuela,Germany,2003,2626836
Venezuela,Greece,2003,166694
Venezuela,Hungary,2003,144311
Venezuela,Ireland,2003,37915
Venezuela,Italy,2003,1157331
Venezuela,Latvia,2003,31067
Venezuela,Lithuania,2003,36912
Venezuela,Luxembourg,2003,48270
Venezuela,Malta,2003,1837
Venezuela,Netherlands,2003,530479
Venezuela,Poland,2003,444961
Venezuela,Portugal,2003,139300
Venezuela,Romania,2003,126105
Venezuela,Slovakia,2003,50609
Venezuela,Slovenia,2003,29563
Venezuela,Spain,2003,690825
Venezuela,Sweden,2003,239684
Venezuela,Japan,2003,1156329
Venezuela,Norway,2003,115415
Venezuela,Russian Federation,2003,630027
Venezuela,Switzerland,2003,220810
Venezuela,Tunisia,2003,20544
Venezuela,United Kingdom,2003,501416
Venezuela,United States of America,2003,3801538
Viet Nam,Austria,2003,9982452
Viet Nam,Belgium,2003,28527694
Viet Nam,Bulgaria,2003,2988757
Viet Nam,Croatia,2003,2936454
Viet Nam,Cyprus,2003,440841
Viet Nam,Czechia,2003,7277625
Viet Nam,Denmark,2003,7486839
Viet Nam,Estonia,2003,1001233
Viet Nam,Finland,2003,8256444
Viet Nam,France,2003,49703043
Viet Nam,Germany,2003,117510485
Viet Nam,Greece,2003,7456950
Viet Nam,Hungary,2003,6455716
Viet Nam,Ireland,2003,1696120
Viet Nam,Italy,2003,51772757
Viet Nam,Latvia,2003,1389772
Viet Nam,Lithuania,2003,1651288
Viet Nam,Luxembourg,2003,2159377
Viet Nam,Malta,2003,82190
Viet Nam,Netherlands,2003,23730737
Viet Nam,Poland,2003,19905127
Viet Nam,Portugal,2003,6231559
Viet Nam,Romania,2003,5641280
Viet Nam,Slovakia,2003,2263984
Viet Nam,Slovenia,2003,1322525
Viet Nam,Spain,2003,30903756
Viet Nam,Sweden,2003,10722169
Viet Nam,Japan,2003,51727926
Viet Nam,Norway,2003,5163079
Viet Nam,Russian Federation,2003,28183986
Viet Nam,Switzerland,2003,9877845
Viet Nam,Tunisia,2003,919043
Viet Nam,United Kingdom,2003,22430628
Viet Nam,United States of America,2003,170060319
Yemen,Austria,2003,47205
Yemen,Belgium,2003,134901
Yemen,Bulgaria,2003,14133
Yemen,Croatia,2003,13885
Yemen,Cyprus,2003,2084
Yemen,Czechia,2003,34415
